chat_id,github_link,gpt_link,Type of issue/Problem (#1),Type of issue/Problem (#2),Did ChatGPT help with the issue,How did ChatGPT help with the issue,Explanations for why ChatGPT was helpful (#1),Explanations for why ChatGPT was helpful (#2),Explanations for why ChatGPT was NOT helpful,Notes,owner/repo,primary_language,stars,contributors,forks,username_shared_link,user_public_repos,user_followers,user_account_age_years,user_contributions,num_files,num_lines
528,https://github.com/samsoe/mpg_aerial_survey/issues/30,https://chat.openai.com/share/a26417f3-bf14-483b-977e-2fa3d41b1eb5,tool/library/api recommendation,code generation and implementation,Yes,,direct implementation,,,,samsoe/mpg_aerial_survey,Jupyter Notebook,0,1,1,samsoe,43,7,13,0,38,26039
529,https://github.com/software-engineer-vinokurov/marktplaats-gpt-site/issues/2,https://chat.openai.com/share/a902f650-9176-4cd6-a52e-9b98e0bddae6,tool/library/api recommendation,system design and architecture,Yes,,idea generation and brainstorming,,,,software-engineer-vinokurov/marktplaats-gpt-site,HTML,0,1,0,aleksandr-vin,186,34,14,17,84,20209
530,https://github.com/onetransistor/arduino-libraries/issues/1,https://chat.openai.com/share/788079c8-567a-4605-b7be-7ccfe7db71f2,code generation and implementation,,Yes,,direct implementation,explicit positve comment,,,onetransistor/arduino-libraries,C++,6,1,5,onetransistor,9,13,9,0,27,1595
532,https://github.com/joaogdfaero/rails_react_notes/issues/1,https://chat.openai.com/share/b15de774-93de-4243-b171-2a165ed58c9e,debugging and code repair,,Yes,,explicit positve comment,direct implementation,,,joaogdfaero/rails_react_notes,Ruby,1,1,0,joaogdfaero,58,52,2,22,64,20139
533,https://github.com/bluesky-social/social-app/issues/2318,https://chat.openai.com/share/b1ced529-b18b-4284-8a72-682c5596ee88,debugging and code repair,,Yes,,idea generation and brainstorming,,,,bluesky-social/social-app,TypeScript,6853,30,888,adamatic-me,1,0,0,26,1190,153227
535,https://github.com/simonw/llm/issues/378,https://chat.openai.com/share/44f23178-9ba0-4f32-bbc3-ea16d39ea7ff,debugging and code repair,,Yes,,explicit positve comment,idea generation and brainstorming,,,simonw/llm,Python,3206,19,155,simonw,761,6113,16,20,66,8895
536,https://github.com/visit-dav/visit/issues/19142,https://chat.openai.com/share/6cf5ba71-4da8-4b1d-bf1d-4d68d18f0286,debugging and code repair,,Yes,,explicit positve comment,direct implementation,,intresting comment saying 'another win for gpt',visit-dav/visit,C,396,30,110,markcmiller86,49,32,10,9,11047,2352341
538,https://github.com/freeplane/freeplane/issues/1581,https://chat.openai.com/share/be4b2203-9454-4e3d-b93e-df8475fc31ab,debugging and code repair,,Yes,,idea generation and brainstorming,,,,freeplane/freeplane,Java,2321,30,342,dpolivaev,61,46,12,28,2632,310974
539,https://github.com/woodsbury/decimal128/issues/7,https://chat.openai.com/share/f0931a5a-649c-4e97-8a2f-287f4a363f4e,information retrieval,,Yes,,explicit positve comment,,,,woodsbury/decimal128,Go,40,3,7,elimisteve,399,577,14,6,100,116908
541,https://github.com/keidarcy/e1s/issues/88,https://chat.openai.com/share/28d42258-2285-4462-9ee3-1aadb05f6d91,code generation and implementation,,Yes,,explicit positve comment,direct implementation,,,keidarcy/e1s,Go,262,5,18,tmeijn,37,1,8,18,59,6028
542,https://github.com/AllenNeuralDynamics/dynamic-foraging-task/issues/97,https://chat.openai.com/share/fc9a852f-3b92-4fb5-a4ac-480ea3144780,information retrieval,,Yes,,idea generation and brainstorming,,,,AllenNeuralDynamics/dynamic-foraging-task,Python,5,7,4,hanhou,37,13,7,23,83,51604
543,https://github.com/Ehsan-U/Cars-Revised/issues/5,https://chat.openai.com/share/27f10c3f-e38d-4321-bae9-725b6a8907dc,debugging and code repair,tool/library/api usage queries,Yes,,direct implementation,explicit positve comment,,,Ehsan-U/Cars-Revised,Python,0,1,0,mashhype,24,7,10,4,16,741
546,https://github.com/reproducible-reporting/reprepbuild/issues/28,https://chat.openai.com/share/cd35a451-f3c4-4bee-a362-ac011bc64d3f,debugging and code repair,,Yes,,direct implementation,,,,reproducible-reporting/reprepbuild,Python,1,4,1,yingxingcheng,32,6,8,18,58,5077
547,https://github.com/gaelj/BlazorCodeMirror6/issues/22,https://chat.openai.com/share/4a9044d5-32d5-486f-a585-b70d97ac6346,debugging and code repair,,Yes,,idea generation and brainstorming,,,,gaelj/BlazorCodeMirror6,TypeScript,14,2,0,gaelj,35,8,9,18,127,13329
548,https://github.com/spedas/bleeding_edge/issues/137,https://chat.openai.com/share/a9c98f7d-02d3-4bca-b890-7cf50eb11622,code generation and implementation,tool/library/api recommendation,Yes,,explicit positve comment,,,,spedas/bleeding_edge,IDL,7,2,0,jameswilburlewis,0,2,2,29,6795,1375880
549,https://github.com/kaist-cp/cs220/issues/327,https://chat.openai.com/share/5ffe0d7d-9346-41b2-b148-e4b0f1452045,debugging and code repair,,Yes,,idea generation and brainstorming,,,,kaist-cp/cs220,Rust,208,16,42,kim-j-h,1,0,3,0,85,4858
551,https://github.com/koekeishiya/yabai/issues/2007,https://chat.openai.com/share/348b1fd3-08c8-477a-8a3a-bdac028e6ec6,debugging and code repair,,Yes,,explicit positve comment,,,,koekeishiya/yabai,C,21948,3,620,kareemlukitomo,13,5,8,0,69,17760
552,https://github.com/Gourieff/comfyui-reactor-node/issues/136,https://chat.openai.com/share/c6e966c9-9573-459b-bd3a-6ba09c45ed2f,debugging and code repair,,Yes,,explicit positve comment,,,,Gourieff/comfyui-reactor-node,Python,980,9,96,johndpope,8728,926,14,28,145,17611
553,https://github.com/mabel-dev/opteryx/issues/1361,https://chat.openai.com/share/9b894eba-2a52-4ada-95e6-e694bb98d3fa,code enhancement,,Yes,,idea generation and brainstorming,issue discovery and planning,,,mabel-dev/opteryx,Python,45,8,10,joocer,50,7,12,23,333,526680
555,https://github.com/fredrkl/tmux-conf/issues/2,https://chat.openai.com/share/c6ab7062-f020-4ea9-a82c-5e4f7498e734,information retrieval,,Yes,,issue discovery and planning,,,,fredrkl/tmux-conf,,0,1,0,fredrkl,79,22,10,29,1,13
556,https://github.com/PaulRBerg/foundry-multibuild/issues/2,https://chat.openai.com/share/051ef794-4a38-4aed-a232-39707cce11a5,information retrieval,,Yes,,issue discovery and planning,,,,PaulRBerg/foundry-multibuild,Shell,38,1,2,PaulRBerg,164,1828,9,16,8,231
558,https://github.com/x45dev/Python-Audio/issues/1,https://chat.openai.com/share/f4768915-1b62-4c48-bfb0-837afa28ce73,information retrieval,tool/library/api usage queries,Yes,,idea generation and brainstorming,,,,x45dev/Python-Audio,Python,0,1,0,x45dev,4,1,2,3,5,130
559,https://github.com/grantjenks/django-rrweb/issues/6,https://chat.openai.com/share/2d398b41-ced9-48ac-ba71-1089abd393fe,program generation,,Yes,,explicit positve comment,,,,grantjenks/django-rrweb,Python,3,1,2,grantjenks,69,514,14,12,54,1613
561,https://github.com/TomonoriSoejima/Tejun/issues/160,https://chat.openai.com/share/9adeea32-05e5-452e-bea0-566ebedb0696,program generation,,Yes,,idea generation and brainstorming,,,,TomonoriSoejima/Tejun,Shell,5,1,3,TomonoriSoejima,32,6,7,19,102,19692
564,https://github.com/skypilot-org/skypilot/issues/2992,https://chat.openai.com/share/24a52ec8-3b88-439a-a0c3-e71655cf33d4,tool/library/api usage queries,,Yes,,engagemnet (emoji) signals,,,,skypilot-org/skypilot,Python,5800,30,404,Michaelvll,45,755,10,16,701,89081
570,https://github.com/Mickhat/FloBot/issues/79,https://chat.openai.com/share/91b580c1-a748-4746-838a-590e3b1d3e43,information retrieval,,Yes,,idea generation and brainstorming,,,,Mickhat/FloBot,TypeScript,6,6,1,chfuchte,22,9,1,22,90,14605
573,https://github.com/channainfo/commissioner/issues/1028,https://chat.openai.com/share/0f34ab70-592a-459d-9ee7-0ea6ac7c8c65,information retrieval,,Yes,,idea generation and brainstorming,,,,channainfo/commissioner,Ruby,5,15,3,theachoem,14,43,6,26,1338,37640
578,https://github.com/systemd/systemd/issues/30804,https://chat.openai.com/share/ca3c9786-53f2-476e-8c21-17b4465c4327,code explanation,,Yes,,idea generation and brainstorming,,,,systemd/systemd,C,12661,30,3640,wallentx,169,84,9,1,3904,1121781
579,https://github.com/davestewart/extension-bus/issues/5,https://chat.openai.com/share/d1560171-e884-4d2b-946f-7f75f72dc4cc,code enhancement,,Yes,,issue discovery and planning,,,,davestewart/extension-bus,TypeScript,19,1,0,davestewart,157,321,14,28,23,8240
580,https://github.com/davestewart/extension-bus/issues/5,https://chat.openai.com/share/56de4206-d45a-4a77-98c5-7c4518e63bda,code enhancement,,Yes,,issue discovery and planning,,,,davestewart/extension-bus,TypeScript,19,1,0,davestewart,157,321,14,28,23,8240
583,https://github.com/rawkintrevo/qumat/issues/1,https://chat.openai.com/share/6b55eb56-23c7-4812-a392-2d20d167df38,system design and architecture,,Yes,,direct implementation,,,,rawkintrevo/qumat,Python,1,1,0,rawkintrevo,67,69,10,25,9,284
584,https://github.com/dev31sanghvi/HorizonTalk/issues/3,https://chat.openai.com/share/cee99c7a-38a8-4014-8f5c-d67d9dcf3916,system design and architecture,,Yes,,direct implementation,,,,dev31sanghvi/HorizonTalk,JavaScript,0,2,0,dev31sanghvi,61,11,2,15,16,4703
585,https://github.com/hrsh7th/msw-snapshot/issues/6,https://chat.openai.com/share/d20f8605-938d-494d-a120-ed958dae7d10,code explanation,,Yes,,direct implementation,,,,hrsh7th/msw-snapshot,TypeScript,5,2,2,Maxim-Mazurok,162,78,10,30,28,10988
586,https://github.com/hrsh7th/msw-snapshot/issues/6,https://chat.openai.com/share/4d769b86-83ad-448b-a19a-9f08ef4d8891,debugging and code repair,,Yes,,direct implementation,,,,hrsh7th/msw-snapshot,TypeScript,5,2,2,Maxim-Mazurok,162,78,10,30,28,10988
587,https://github.com/prcastro/zeroGL/issues/23,https://chat.openai.com/share/1e137304-313c-4f05-ac22-5305a345fb98,program generation,,Yes,,direct implementation,,,,prcastro/zeroGL,C,15,2,1,prcastro,63,48,12,8,134,55796
588,https://github.com/EqualifyEverything/equalify/issues/270,https://chat.openai.com/share/4d29e313-4716-4bbe-8a5a-58d38153761a,code generation and implementation,code enhancement,Yes,,direct implementation,,,,EqualifyEverything/equalify,PHP,114,13,20,bbertucc,26,32,15,30,68,3670
589,https://github.com/5G-ERA/docs/issues/9,https://chat.openai.com/share/ebf22187-3efc-43eb-8810-b0539b51c34b,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,5G-ERA/docs,HCL,11,9,0,adrianLIrobotics,10,3,7,29,119,14554
591,https://github.com/ondrejsika/kubernetes-training/issues/285,https://chat.openai.com/share/5bd18907-1821-40d4-89fe-eaf7964c5027,tool/library/api usage queries,,Yes,,direct implementation,,,,ondrejsika/kubernetes-training,Makefile,64,6,22,ondrejsika,464,330,12,22,209,8311
593,https://github.com/microsoft/inshellisense/issues/155,https://chat.openai.com/share/52b5a80c-9a9d-4237-9cfd-a1ef5c496183,tool/library/api usage queries,,Yes,,explicit positve comment,,,,microsoft/inshellisense,TypeScript,8165,10,178,johndpope,8728,926,14,28,55,19084
594,https://github.com/banodoco/Steerable-Motion/issues/31,https://chat.openai.com/share/ffc06449-798a-4ff5-85e1-94e0810b8bab,code enhancement,,Yes,,idea generation and brainstorming,,,,banodoco/Steerable-Motion,Python,707,7,33,johndpope,8728,926,14,28,45,49930
595,https://github.com/DiogenesAnalytics/autoencoder/issues/29,https://chat.openai.com/share/a965e1d0-324e-42f3-8068-0b6e758e18ed,tool/library/api usage queries,code generation and implementation,Yes,,direct implementation,,,,DiogenesAnalytics/autoencoder,Python,0,1,0,DiogenesAnalytics,13,3,1,26,32,1806
596,https://github.com/SCCWRP/ASCI/issues/56,https://chat.openai.com/share/6664898e-45b7-484b-ab01-5245d984daa0,debugging and code repair,,Yes,,explicit positve comment,direct implementation,,,SCCWRP/ASCI,R,2,5,2,r7butler,5,7,5,28,50,4558
598,https://github.com/Gourieff/comfyui-reactor-node/issues/191,https://chat.openai.com/share/52479b66-940e-4786-b638-6493dfc86e4e,code enhancement,,Yes,,explicit positve comment,direct implementation,,,Gourieff/comfyui-reactor-node,Python,980,9,96,johndpope,8728,926,14,28,145,17611
599,https://github.com/jwjacobson/jazztunes/issues/140,https://chat.openai.com/share/e6c1021c-1a62-4700-9994-f0f887b7b1e4,system design and architecture,,Yes,,explicit positve comment,,,,jwjacobson/jazztunes,CSS,2,4,0,bbelderbos,173,358,13,14,276,83484
600,https://github.com/kinode-dao/kit/issues/11,https://chat.openai.com/share/6ae77321-4909-44fb-aa73-360d1e49d1b0,code generation and implementation,,Yes,,direct implementation,,,,kinode-dao/kit,Rust,10,7,2,nick1udwig,42,27,3,19,69,9385
601,https://github.com/nodejs/node/issues/51482,https://chat.openai.com/share/45d56342-ba83-4ead-a899-ad89ee4fbac4,debugging and code repair,,Yes,,engagemnet (emoji) signals,,,,nodejs/node,JavaScript,104504,30,28186,domdomegg,215,64,10,23,34115,8698592
602,https://github.com/Agenta-AI/agenta/issues/1139,https://chat.openai.com/share/37751b3d-7308-4442-a542-79d2332a4261,code generation and implementation,,Yes,,engagemnet (emoji) signals,,,,Agenta-AI/agenta,Python,912,30,158,mmabrouk,36,137,11,18,673,71553
603,https://github.com/humanwhocodes/pledge/issues/5,https://chat.openai.com/share/db286d2b-0c07-44da-af46-32af9cc2dcfd,code explanation,,Yes,,explicit positve comment,,,,humanwhocodes/pledge,JavaScript,90,2,7,d3nd3,42,3,11,30,15,5414
604,https://github.com/stellar-amenities/hal-9100/issues/55,https://chat.openai.com/share/64fe31d2-6078-4759-9982-be3924e50bba,debugging and code repair,information retrieval,Yes,,direct implementation,,,,stellar-amenities/hal-9100,Rust,355,6,28,CakeCrusher,109,42,6,29,106,31997
606,https://github.com/visit-dav/visit/issues/19235,https://chat.openai.com/share/1cf8faa8-501f-4b4e-bd86-157dab90eb69,tool/library/api usage queries,,Yes,,engagemnet (emoji) signals,,,,visit-dav/visit,C,396,30,110,markcmiller86,49,32,10,9,11047,2352341
607,https://github.com/livingbio/typed-ffmpeg/issues/99,https://chat.openai.com/share/3cfa2327-de0b-4aba-b782-8612b291559e,code explanation,code generation and implementation,Yes,,direct implementation,,,,livingbio/typed-ffmpeg,Python,73,3,2,lucemia,112,58,13,19,329,32850
608,https://github.com/NavidShokoufeh/sstp_flutter/issues/2,https://chat.openai.com/share/09cadb9f-216b-4a4e-877e-611661044b14,information retrieval,,Yes,,idea generation and brainstorming,,,,NavidShokoufeh/sstp_flutter,Kotlin,5,2,5,it-ahmednour,10,7,7,0,110,6312
609,https://github.com/simonw/simonwillisonblog/issues/391,https://chat.openai.com/share/5bbde5a8-0c5b-4bfa-93db-2f83a0bc8846,code enhancement,,Yes,,explicit positve comment,,,,simonw/simonwillisonblog,JavaScript,166,4,17,simonw,761,6113,16,20,115,185479
612,https://github.com/lukashornych/evitalab/issues/96,https://chat.openai.com/share/527ccaa0-098d-4c65-a5ae-ce5a74967772,information retrieval,,Yes,,explicit positve comment,,,,lukashornych/evitalab,Vue,7,3,1,novoj,20,20,14,27,255,17259
615,https://github.com/dustinlyons/nixos-config/issues/37,https://chat.openai.com/share/80ef0023-f68b-47af-bd6e-824861deca8e,tool/library/api usage queries,,Yes,,engagemnet (emoji) signals,,,,dustinlyons/nixos-config,Nix,1119,8,73,dustinlyons,14,51,12,28,90,6467
621,https://github.com/robotology/icub-models/issues/227,https://chat.openai.com/share/662bf250-de48-4d16-a8a0-5ffef47fde56,code generation and implementation,,Yes,,explicit positve comment,,,,robotology/icub-models,CMake,33,19,33,traversaro,604,378,11,19,295,61219
625,https://github.com/codedthinking/Kezdi.jl/issues/10,https://chat.openai.com/share/3483a909-74bb-432d-9a72-f3f01ef472c5,information retrieval,code generation and implementation,Yes,,explicit positve comment,,,,codedthinking/Kezdi.jl,Julia,7,2,0,korenmiklos,131,208,12,29,14,634
630,https://github.com/confluentinc/confluent-kafka-go/issues/1135,https://chat.openai.com/share/dba5c438-7bcd-41ed-8d14-f7c61199e531,information retrieval,,Yes,,idea generation and brainstorming,,,,confluentinc/confluent-kafka-go,HTML,4468,30,644,ORESoftware,255,99,9,26,253,45091
633,https://github.com/geraldb/talks/issues/5,https://chat.openai.com/share/866d453b-2c5f-42c3-a3a7-adace6d84830,code explanation,,Yes,,explicit positve comment,engagemnet (emoji) signals,,,geraldb/talks,,218,2,17,etewiah,111,100,12,27,68,24602
634,https://github.com/Tris20/FairFareFinder/issues/27,https://chat.openai.com/share/4100b222-c727-4c0e-8eb6-9df4f3550af2,information retrieval,code generation and implementation,Yes,,idea generation and brainstorming,,,,Tris20/FairFareFinder,HTML,1,3,2,Tris20,18,1,10,30,137,214006
637,https://github.com/RTIInternational/crcsim/issues/14,https://chat.openai.com/share/42351401-4a07-4d45-a55f-9e5a3606ad32,information retrieval,,Yes,,issue discovery and planning,,,,RTIInternational/crcsim,Python,2,2,0,sandypreiss,7,0,4,15,25,4428
643,https://github.com/ESPresense/ESPresense-companion/issues/567,https://chat.openai.com/share/32ab4ad6-181a-4974-9868-a5a9abfa5b1e,debugging and code repair,,Yes,,direct implementation,,,,ESPresense/ESPresense-companion,C#,111,6,9,DTTerastar,71,20,12,20,169,12633
644,https://github.com/luxonis/depthai-experiments/issues/520,https://chat.openai.com/share/3c2218c3-4a9b-4057-ad74-2a2fc3d75845,program generation,,Yes,,explicit positve comment,,,,luxonis/depthai-experiments,Jupyter Notebook,784,30,354,Erol444,21,60,8,22,515,44742
645,https://github.com/3DStreet/3dstreet/issues/467,https://chat.openai.com/share/b123f352-6358-491d-8f90-0f8993a94d45,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,3DStreet/3dstreet,JavaScript,245,13,30,kfarr,80,100,13,20,278,107995
646,https://github.com/adamfoneil/LiteInvoice3/issues/3,https://chat.openai.com/share/37d2a0d0-b3c7-49be-a48b-cd993dc12e47,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,adamfoneil/LiteInvoice3,HTML,3,1,0,adamfoneil,93,73,11,29,236,15938
648,https://github.com/PLangHQ/plang/issues/19,https://chat.openai.com/share/bdd1a777-5b28-4177-b330-6e6993c97a67,system design and architecture,,Yes,,idea generation and brainstorming,,,,PLangHQ/plang,C#,25,1,2,ingig,17,10,14,22,566,101881
649,https://github.com/trancendering/ft_transcendence/issues/34,https://chat.openai.com/share/af3a11b8-5672-4f12-8982-151970872ce6,debugging and code repair,,Yes,,issue discovery and planning,,,,trancendering/ft_transcendence,JavaScript,5,5,2,hey-uu,16,28,2,0,109,10651
650,https://github.com/open-truss/open-truss/issues/108,https://chat.openai.com/share/7569c1ee-048f-49d8-bd53-80076f4c62a0,system design and architecture,,Yes,,explicit positve comment,engagemnet (emoji) signals,,,open-truss/open-truss,TypeScript,2,6,1,jonmagic,178,447,16,19,142,36806
651,https://github.com/langchain-ai/langchain/issues/16977,https://chat.openai.com/share/1b68d90b-ed4d-4e7d-9aff-9195acf18f96,code explanation,,Yes,,direct implementation,,,,langchain-ai/langchain,Python,86262,30,13382,dpjanes,172,56,11,5,6270,477756
656,https://github.com/fmidue/logic-tasks/issues/116,https://chat.openai.com/share/a0197712-1fca-41b8-a575-66f506ae8ae2,tool/library/api usage queries,,Yes,,direct implementation,,,,fmidue/logic-tasks,Haskell,0,7,2,jvoigtlaender,28,80,10,25,118,7759
659,https://github.com/garethgeorge/backrest/issues/92,https://chat.openai.com/share/f4d8b443-203f-406b-8130-3c3116eb79f7,debugging and code repair,,Yes,,issue discovery and planning,,,,garethgeorge/backrest,TypeScript,640,16,29,dhilgarth,57,14,12,12,209,51840
661,https://github.com/diffplug/selfie-python-wip/issues/6,https://chat.openai.com/share/cea38d27-30bc-4fd5-8089-057fdaebdf72,code generation and implementation,,Yes,,direct implementation,,,,diffplug/selfie-python-wip,Kotlin,0,7,1,nedtwigg,89,73,11,25,303,22195
662,https://github.com/tester4223/birthday-v2-sandbox/issues/7,https://chat.openai.com/share/42ab2064-29f6-4d54-9424-07978c75ef6f,program generation,,Yes,,direct implementation,,,,tester4223/birthday-v2-sandbox,CSS,1,3,1,tester4223,4,1,0,0,4,244
663,https://github.com/treehouses/cli/issues/2289,https://chat.openai.com/share/d542c135-2235-45c3-b54e-2140e8fd6293,code enhancement,,Yes,,direct implementation,,,very interesting prompt,treehouses/cli,Shell,44,30,20,dogi,36,576,8,25,135,14025
665,https://github.com/nishiki-tech/nishiki-frontend/issues/258,https://chat.openai.com/share/4b111f39-9075-4461-b6d1-f60a7864513d,tool/library/api usage queries,,Yes,,direct implementation,,,,nishiki-tech/nishiki-frontend,TypeScript,10,10,5,nick-y-ito,17,12,2,9,259,26733
666,https://github.com/jabrena/spring-boot-and-r-language/issues/34,https://chat.openai.com/share/e55775ca-0e64-42c2-ac35-1b11fcecc55b,debugging and code repair,,Yes,,explicit positve comment,,,,jabrena/spring-boot-and-r-language,Java,1,1,0,jabrena,441,164,14,17,26,948
667,https://github.com/ubiquity/ubiquibot-kernel/issues/22,https://chat.openai.com/share/ba4e137d-4882-4c7a-b23a-2fcb541c83fb,tool/library/api usage queries,,Yes,,direct implementation,,,,ubiquity/ubiquibot-kernel,TypeScript,0,8,9,0x4007,53,63,10,17,38,1384
669,https://github.com/GaloyMoney/galoy/issues/3979,https://chat.openai.com/share/41f1a9a7-955e-4fe0-b072-31f73595efc7,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,GaloyMoney/galoy,TypeScript,355,30,134,nicolasburtey,23,69,9,20,2640,269497
671,https://github.com/skypilot-org/skypilot/issues/3152,https://chat.openai.com/share/2725e834-0a2d-4edf-8e0c-62f3f8afd915,debugging and code repair,,Yes,,direct implementation,,,,skypilot-org/skypilot,Python,5800,30,404,Michaelvll,45,755,10,16,701,89081
673,https://github.com/mhmadalaa/bookipedia/issues/26,https://chat.openai.com/share/3793c306-2c49-4e24-8a6c-1361df347fa7,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,mhmadalaa/bookipedia,JavaScript,1,3,0,mhmadalaa,17,22,3,18,64,6012
674,https://github.com/jhu-bids/TermHub/issues/696,https://chat.openai.com/share/1ce2e8ca-32fa-4631-9bc2-87be0d4b8ddd,system design and architecture,tool/library/api usage queries,Yes,,direct implementation,,,,jhu-bids/TermHub,Python,8,12,10,joeflack4,168,22,8,12,209,45894
675,https://github.com/rui314/mold/issues/1185,https://chat.openai.com/share/89b40115-9778-49d0-b159-705995a3d25e,code generation and implementation,,Yes,,explicit positve comment,,,,rui314/mold,C++,13472,30,442,rui314,44,5548,15,30,2410,500240
677,https://github.com/RamonUnch/AltSnap/issues/511,https://chat.openai.com/share/3136cf27-c651-4702-b32e-7cc252983a69,code enhancement,,Yes,,direct implementation,,,,RamonUnch/AltSnap,C,1855,14,58,shodanx2,4,1,9,29,32,13847
678,https://github.com/CodeForPittsburgh/law-reading-robot/issues/39,https://chat.openai.com/share/37883870-87c6-4631-a42b-98a7268b828f,system design and architecture,tool/library/api recommendation,Yes,,explicit positve comment,,,,CodeForPittsburgh/law-reading-robot,JavaScript,7,9,12,maxachis,30,3,5,18,61,35030
679,https://github.com/Intensifiesx/2DRogueLikeUnityGame/issues/81,https://chat.openai.com/share/326e557e-8727-4617-95af-0eb05f7c3396,code enhancement,code documentation/comment generation,Yes,,direct implementation,,,,Intensifiesx/2DRogueLikeUnityGame,Python,5,12,10,SwiftNemesis,11,4,2,28,58,4399
680,https://github.com/ElementsProject/lightning/issues/7092,https://chat.openai.com/share/4c7c07ee-60d4-4146-8e88-cd17f66d9052,debugging and code repair,,Yes,,idea generation and brainstorming,,,,ElementsProject/lightning,C,2777,30,872,ksedgwic,42,47,15,24,1860,396464
682,https://github.com/simonw/til/issues/88,https://chat.openai.com/share/5f911249-93b0-4e24-aff8-3e7967fe4f4a,code generation and implementation,,Yes,,explicit positve comment,direct implementation,,,simonw/til,HTML,992,14,85,simonw,761,6113,16,20,539,37809
683,https://github.com/ggerganov/llama.cpp/issues/5304,https://chat.openai.com/share/7020ce72-65fc-45ec-b7be-9d9d798a5f3f,debugging and code repair,,Yes,,explicit positve comment,,,,ggerganov/llama.cpp,C++,59332,30,8438,dokterbob,151,142,15,24,664,347729
685,https://github.com/vllm-project/vllm/issues/2720,https://chat.openai.com/share/ea2e4e07-fb33-45f1-9b66-0ac976c3bb96,debugging and code repair,,Yes,,explicit positve comment,,,,vllm-project/vllm,Python,20277,30,2755,simon-mo,103,301,7,22,628,93882
686,https://github.com/sabrogden/Ditto/issues/611,https://chat.openai.com/share/569fad8b-871a-456b-abe2-310521a6d604,code generation and implementation,,Yes,,direct implementation,,,,sabrogden/Ditto,C,3167,20,179,shodanx2,4,1,9,29,581,321192
687,https://github.com/ubiquity/cloudflare-deploy-action/issues/1,https://chat.openai.com/share/0455a2fe-1dd4-483b-86e5-b05e025ad485,tool/library/api usage queries,information retrieval,Yes,,direct implementation,,,,ubiquity/cloudflare-deploy-action,TypeScript,0,4,5,0x4007,53,63,10,17,20,515
690,https://github.com/stefan-jansen/machine-learning-for-trading/issues/317,https://chat.openai.com/share/5469961d-7b58-4f8e-a176-a937ae132a3f,debugging and code repair,,Yes,,explicit positve comment,direct implementation,,,stefan-jansen/machine-learning-for-trading,Jupyter Notebook,11985,14,3915,martin0,1,0,11,0,237,112295
691,https://github.com/andrewleech/ha_magiqtouch/issues/19,https://chat.openai.com/share/995ca6b7-6ac9-4fe8-8105-61c9039549b1,code generation and implementation,,Yes,,explicit positve comment,,,,andrewleech/ha_magiqtouch,Python,18,2,6,andrewleech,140,57,11,20,1877,1671548
692,https://github.com/Qolors/FeedCord/issues/13,https://chat.openai.com/share/31fb69da-ac87-4234-b97b-f465ad1838c3,debugging and code repair,,Yes,,idea generation and brainstorming,,,,Qolors/FeedCord,C#,109,2,4,trentnbauer,4,2,5,29,32,1405
696,https://github.com/sCrypt-Inc/boilerplate/issues/323,https://chat.openai.com/share/39f48e51-1ba3-49df-93b8-f81cdf1adce4,information retrieval,,Yes,,issue discovery and planning,,,,sCrypt-Inc/boilerplate,TypeScript,318,9,84,xhliu,51,144,12,17,202,25358
698,https://github.com/PLangHQ/plang/issues/22,https://chat.openai.com/share/f30dd8ca-ef1b-4722-a019-d6b866669db1,program generation,,Yes,,issue discovery and planning,,no reactions or indications,,PLangHQ/plang,C#,25,1,2,ingig,17,10,14,22,566,101881
699,https://github.com/HerobrineTV/SMM1-Level-Downloader/issues/29,https://chat.openai.com/share/cf01bdb7-5ffb-40c0-a7a1-120b2d938d85,system design and architecture,,Yes,,direct implementation,,,,HerobrineTV/SMM1-Level-Downloader,JavaScript,11,1,1,HerobrineTV,6,2,3,22,53,27548
700,https://github.com/DiogenesAnalytics/parley/issues/20,https://chat.openai.com/share/7a73391c-43ed-4eff-9ad7-5a1f856abaf3,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,DiogenesAnalytics/parley,Python,0,1,2,DiogenesAnalytics,13,3,1,26,20,2887
704,https://github.com/midnight-animals/midnight-sahel-knowledge/issues/13,https://chat.openai.com/share/2ce7a2ae-3706-4d17-a598-630cf4d8fcd6,information retrieval,,Yes,,idea generation and brainstorming,,,,midnight-animals/midnight-sahel-knowledge,Vim Script,1,2,0,hiaux0,42,16,6,24,5,189
712,https://github.com/Green-Kittens/bathroom-finder-frontend/issues/14,https://chat.openai.com/share/5c185d2e-4f15-4cae-8d19-6c4461c83121,code generation and implementation,,Yes,,direct implementation,,,,Green-Kittens/bathroom-finder-frontend,TypeScript,0,6,0,dylantompkins,29,6,6,23,60,4404
714,https://github.com/V-FOR-VEND3TTA/hacker-news-clone/issues/10,https://chat.openai.com/share/0362f265-013b-4e33-b4ab-7cb9402477b8,system design and architecture,,Yes,,issue discovery and planning,,,,V-FOR-VEND3TTA/hacker-news-clone,,,,,V-FOR-VEND3TTA,242,17,4,27,0,0
